geneId	geneSymbol	DSI	DPI	PLI	protein_class_name	protein_class	NofDiseases	NofPmids
    57560	IFT80	0.575	0.692	1.4059e-19			 109	   14
    57561	ARRDC3	0.711	0.308	0.98715			  24	   13
    57562	CEP126	0.839	0.192	5.2173e-18			  12	    2
    57563	KLHL8			3.1232e-06			   2	    2
    57565	KLHL14	0.89	0.077	0.0535			   5	    2
    57568	SIPA1L2	0.821	0.192	0.99215	Enzyme modulator	DTO_05007584	   7	   10
    57569	ARHGAP20	0.861	0.231	0.029187	Enzyme modulator	DTO_05007584	   6	    4
    57570	TRMT5	0.769	0.231	0.049774	Enzyme	DTO_05007624	  28	    3
    57571	CARNS1			2.0274e-06	Enzyme	DTO_05007624	   1	    2
    57572	DOCK6	0.61	0.577	1.2563e-26	Enzyme modulator	DTO_05007584	  84	   31
    57573	ZNF471	0.792	0.192	6.0899e-06			  12	    4
    57574	MARCHF4	1	0.038	0.13283			   3	    3
    57575	PCDH10	0.582	0.769	0.89066			  87	   54
    57576	KIF17	0.792	0.346	3.7556e-18	Cellular structure	DTO_05007530	  11	   10
    57578	UNC79	1	0.038	1			   8	    9
    57580	PREX1	0.644	0.615	1	Enzyme modulator	DTO_05007584	  52	   47
    57582	KCNT1	0.61	0.308	2.7613e-05	Ion channel	DTO_01300327	  72	   63
    57583	TMEM181	1	0.038	0.0074859			   2	    2
    57584	ARHGAP21	0.722	0.308	1			  21	    8
    57585	CRAMP1	0.805	0.308	0.050239			  12	    6
    57586	SYT13	0.805	0.192	0.68807	Transporter	DTO_05007405	  12	    6
    57587	CFAP97	0.638	0.769	0.00010469			  43	   34
    57589	RIC1	0.89	0.231	0.0011554			   4	    3
    57590	WDFY1			6.3352e-05			   2	    1
    57591	MRTFA	0.572	0.615	0.99768			  99	  117
    57592	ZNF687	0.821	0.154	0.97101			  17	    5
    57594	HOMEZ	1	0.038	0.015814	Transcription factor	DTO_05007542	   5	    5
    57595	PDZD4	0.89	0.154	0.84853			   3	    2
    57596	BEGAIN	0.821	0.115	0.97002			   7	    3
    57597	BAHCC1						   6	    3
    57599	WDR48	0.628	0.615	0.99985			  57	   29
    57600	FNIP2	0.76	0.231	1			  15	    7
    57602	USP36	0.89	0.192	1.877e-05	Enzyme	DTO_05007624	   4	    3
    57604	TRMT9B	0.792	0.192	1.6974e-09			  15	    5
    57605	PITPNM2	0.861	0.231	1	Transporter	DTO_05007405	   9	   10
    57606	SLAIN2	0.861	0.077	0.79312			   8	    4
    57608	JCAD	0.751	0.269	0.0029966			  21	   20
    57609	DIP2B	0.76	0.308	0.99924			  27	   11
    57610	RANBP10	0.931	0.077	0.96855	Transporter	DTO_05007405	   8	    6
    57611	ISLR2	0.821	0.115	0.11102	Receptor	DTO_05007575	   8	   10
    57612	ERV3-2	1	0.115				   2	    1
    57613	FAM234B			0.025269			   2	    2
    57614	RELCH	0.89	0.192	0.99993			   3	    2
    57615	ZNF492	1	0.115	0.18998			   2	    1
    57616	TSHZ3	0.711	0.423	0.99053	Transcription factor	DTO_05007542	  26	   14
    57617	VPS18	0.861	0.115	0.4761	Transporter	DTO_05007405	   5	    4
    57619	SHROOM3	0.736	0.462	0.31709			  40	   40
    57620	STIM2	0.65	0.654	0.9906			  47	   28
    57621	ZBTB2	0.792	0.154	0.9982			   8	    4
    57623	ZFAT	0.769	0.423	1.275e-08	Transcription factor	DTO_05007542	  23	   20
    57624	NYAP2			0.00030753			   1	    1
    57626	KLHL1	0.569	0.654	7.1907e-07			 100	  114
    57628	DPP10	0.695	0.577	0.99999	Enzyme	DTO_05007624	  32	   35
    57630	SH3RF1	0.78	0.231	0.010761			  12	    9
    57633	LRRN1	0.805	0.231	0.96996	Receptor	DTO_05007575	   9	    5
    57634	EP400	0.751	0.385	1			  22	   12
    57636	ARHGAP23	0.931	0.115	0.99988			   8	    3
    57639	CCDC146	1		1.3126e-26			   2	    2
    57642	COL20A1			1.3806e-40	Receptor	DTO_05007575	   1	    1
    57643	ZSWIM5	0.76	0.154	0.03976			  14	    4
    57644	MYH7B	0.792	0.308	4.3419e-46			  18	   14
    57646	USP28	0.691	0.269	4.5284e-13	Enzyme	DTO_05007624	  35	   21
    57647	DHX37	0.792	0.385	0.99252	Enzyme	DTO_05007624	  13	    6
    57648	KIAA1522	0.805	0.192	0.026865			  10	    6
    57649	PHF12	0.931	0.115	1	Nucleic acid binding	DTO_05007557	   4	    4
    57650	CIP2A	0.524	0.808	1.3591e-13			 141	  154
    57654	UVSSA	0.805	0.269	5.4127e-25			  13	   10
    57655	GRAMD1A	1	0.077	0.0013146			   2	    1
    57657	HCN3	0.792	0.308	2.5694e-05	Ion channel	DTO_01300327	  15	    8
    57658	CALCOCO1	0.931	0.115	1.202e-06			   2	    2
    57659	ZBTB4	0.78	0.269	0.99991	Transcription factor	DTO_05007542	  18	   15
    57661	PHRF1	0.743	0.346	0.056521			  17	   18
    57662	CAMSAP3	1	0.077	1			   1	    1
    57664	PLEKHA4	0.931	0.115	1.7952e-12			   3	    2
    57665	RDH14	0.89	0.115	1.7034e-05	Enzyme	DTO_05007624	   7	    3
    57666	FBRSL1	0.805	0.154	0.0058888			  21	   12
    57669	EPB41L5	0.78	0.346	0.020795			  16	    8
    57670	KIAA1549	0.615	0.346	0.98607			  64	   55
    57673	BEND3	0.931	0.154	0.93555			   5	    5
    57674	RNF213	0.628	0.538	4.9078e-55			  59	  104
    57678	GPAM	0.792	0.192	1.2373e-09			  22	   20
    57679	ALS2	0.647	0.423	8.7204e-12			  84	   68
    57680	CHD8	0.656	0.577	1			  66	   66
    57683	ZDBF2	0.89	0.154	0.010294			   4	    4
    57685	CACHD1	0.89	0.115	5.8276e-09			   4	    3
    57687	VAT1L	0.931	0.077	9.9386e-07			   2	    2
    57688	ZSWIM6	0.626	0.577	1			  95	   14
    57689	LRRC4C	0.792	0.192	0.97233			  18	   10
    57690	TNRC6C	0.821	0.231	1			  12	    9
    57692	MAGEE1	0.736	0.423	0.97046	Cell adhesion	DTO_05007620	  19	   24
    57693	ZNF317	1	0.077	5.7842e-05			   1	    1
    57695	USP37	0.792	0.192	0.99999	Enzyme	DTO_05007624	  16	   12
    57697	FANCM	0.543	0.731	2.3536e-15	Enzyme	DTO_05007624	 147	   54
    57698	SHTN1	0.839	0.192	0.0386			  10	   15
    57699	CPNE5	0.839	0.308	0.00037837			  10	    6
    57700	FAM160B1	0.861	0.192	0.99898			   8	    3
    57703	CWC22	0.861	0.115	0.0008992	Enzyme	DTO_05007624	   5	    6
    57704	GBA2	0.636	0.654	1.9892e-20			  79	   26
    57705	WDFY4	0.792	0.192	0.34009			  10	   20
    57706	DENND1A	0.736	0.538	0.99976			  21	   36
    57707	MEAK7	0.931	0.154	9.7663e-18			   6	    4
    57708	MIER1	0.792	0.346	0.28881	Nucleic acid binding	DTO_05007557	   8	    5
    57709	SLC7A14	0.695	0.308	0.022116	Transporter	DTO_05007405	  36	    4
    57710	KIAA1614	1	0.038	1.1531e-15	Cell-cell junction	DTO_05007527	   4	    4
    57713	SFMBT2	0.716	0.346	0.99939	Nucleic acid binding	DTO_05007557	  20	    9
    57715	SEMA4G	0.839	0.115	1.3518e-08	Signaling	DTO_05007599	   8	    1
    57716	PRX	0.65	0.577	2.1337e-14			  75	   47
    57717	PCDHB16			5.5748e-08			   1	    1
    57718	PPP4R4	1	0.038	2.2494e-09			   4	    3
    57719	ANO8	0.89	0.192	0.95634			   3	    3
    57720	GPR107	0.89	0.077	0.28858	G-protein coupled receptor	DTO_02300001	   5	    1
    57721	METTL14	0.716	0.346	0.0013331	Transcription factor	DTO_05007542	  27	   16
    57722	IGDCC4	1	0.077	2.3605e-06			   5	    5
    57724	EPG5	0.623	0.769	1.3508e-13			  94	   28
    57727	NCOA5	0.631	0.692	0.99926	Receptor	DTO_05007575	  53	   51
    57728	WDR19	0.554	0.769	4.632e-11			 143	   27
    57730	ANKRD36B	0.584	0.5				  82	   90
    57731	SPTBN4	0.686	0.462	1			  35	    7
    57732	ZFYVE28	1	0.077	0.07234			   1	    1
    57733	GBA3	0.705	0.538		Enzyme	DTO_05007624	  35	   20
    57758	SCUBE2	0.743	0.231	3.5629e-21	Extracellular structure	DTO_05007621	  25	   12
    57760	SPG16	0.722	0.423				  18	   14
    57761	TRIB3	0.573	0.692	1.1597e-13	Kinase	DTO_03300101	 104	   97
    57762	NS2	0.78	0.269				   9	   21
    57763	ANKRA2	0.89	0.269	3.5443e-06	Transcription factor	DTO_05007542	   3	    2
    57786	RBAK	0.821	0.231	1.1355e-08			   8	    4
    57787	MARK4	0.641	0.615	0.99777	Kinase	DTO_03300101	  73	   50
    57794	SUGP1	0.623	0.615	0.99568	Nucleic acid binding	DTO_05007557	  72	   68
    57798	GATAD1	0.736	0.385	0.42971			  23	    4
    57799	RAB40C	0.839	0.308	0.01538			   8	    5
    57801	HES4	0.743	0.231	1.3746e-05	Transcription factor	DTO_05007542	  15	    5
    57804	POLD4	0.647	0.577	0.1451	Enzyme	DTO_05007624	  43	   41
    57805	CCAR2	0.631	0.577	0.94099	Calcium-binding protein	DTO_05007616	  56	   50
    57817	HAMP	0.433	0.846	0.0081797			 377	  765
    57818	G6PC2	0.751	0.231	2.9565e-16			  26	   52
    57819	LSM2	0.65	0.577	2.4045e-05	Nucleic acid binding	DTO_05007557	  42	   62
    57820	CCNB1IP1	1	0.077	0.00010395			   2	    2
    57821	CCDC181	0.861	0.115	1.9512e-10			   6	    7
    57822	GRHL3	0.572	0.692	0.99292	Transcription factor	DTO_05007542	 106	   55
    57823	SLAMF7	0.678	0.423	0.03635			  31	   55
    57824	HMHB1	1	0.115	0.0094526			   1	    1
    57826	RAP2C	0.89	0.038	0.29631	Enzyme modulator	DTO_05007584	   9	    3
    57827	C6orf47	0.722	0.423	0.066412			  21	    9
    57829	ZP4	0.89	0.154	1.7419e-18			   3	    3
    57834	CYP4F11	0.931	0.077	1.4678e-21	Enzyme	DTO_05007624	   3	    3
    57835	SLC4A5	1	0.115	1.1368e-13	Transporter	DTO_05007405	   5	    7
    57862	ZNF410	0.585	0.769	0.35337	Transcription factor	DTO_05007542	  75	   76
    57863	CADM3	0.861	0.154	0.93386			  10	    9
    57864	SLC46A2	0.89	0.077	1.3414e-11	Transporter	DTO_05007405	   3	    2
    57876	MUC3B	0.666	0.462				  41	   29
    58155	PTBP2	0.628	0.615	0.99883			  55	   54
    58156	OPA4	0.861	0.154				   4	    2
    58157	NGB	0.631	0.462	0.0045474	Transporter	DTO_05007405	  56	   68
    58158	NEUROD4	0.792	0.231	0.097046	Enzyme	DTO_05007624	  11	    5
    58160	NFE4	1	0.115				   1	    1
    58163	RBPJP4	0.805	0.423				  12	   10
    58189	WFDC1	0.743	0.346	3.4678e-11			  22	   14
    58190	CTDSP1	0.711	0.577	0.99254			  25	   17
    58191	CXCL16	0.502	0.769	3.4546e-05	Signaling	DTO_05007599	 178	  138
    58472	SQOR	0.821	0.308	4.1314e-10			   8	    5
    58473	PLEKHB1	0.792	0.154	0.00022133			  10	    9
    58475	MS4A7			3.4763e-06	Receptor	DTO_05007575	   1	    1
    58476	TP53INP2	0.722	0.385	0.8117			  31	   25
    58477	SRPRB	0.839	0.115	0.0058306			  11	    6
    58478	ENOPH1	0.76	0.308	0.0061227	Enzyme	DTO_05007624	  14	   12
    58480	RHOU	0.743	0.308	0.077808	Enzyme modulator	DTO_05007584	  18	    9
    58484	NLRC4	0.556	0.769	9.8714e-12			 145	   72
    58485	TRAPPC1	0.931	0.115	0.086507	Transporter	DTO_05007405	   2	    1
    58487	CREBZF	0.65	0.538	0.1003			  39	   24
    58488	PCTP	0.861	0.077	8.7596e-12			  10	    5
    58489	ABHD17C	1	0.077	0.95762	Enzyme	DTO_05007624	   6	    9
    58490	RPRD1B	0.751	0.115	0.041768	Enzyme modulator	DTO_05007584	  18	    8
    58491	ZNF71	0.931	0.115	1.835e-08			   2	    2
    58492	ZNF77	0.861	0.192	0.004558	Transcription factor	DTO_05007542	   6	    4
    58493	INIP	0.931	0.115	0.032654			   3	    1
    58494	JAM2	0.736	0.462	0.006155			  17	   10
    58495	OVOL2	0.633	0.462	0.70889			  58	   36
    58496	LY6G5B	0.931	0.192	8.1818e-06			   3	    3
    58497	PRUNE1	0.678	0.308	0.0091474			  51	   20
    58498	MYL7	0.76	0.231	1.8314e-06	Calcium-binding protein	DTO_05007616	  12	    9
    58499	ZNF462	0.711	0.462	1	Transcription factor	DTO_05007542	  34	   16
    58500	ZNF250	0.89	0.038	0.2783			   4	    1
    58503	OPRPN	0.716	0.385	0.38851			  29	   22
    58504	ARHGAP22	0.805	0.308	3.4043e-09			  10	    9
    58505	OSTC	1	0.077	0.018353			   1	    0
    58506	SCAF1	0.666	0.5	0.99819			  43	   23
    58508	KMT2C	0.558	0.692	1			 114	   93
    58510	PRODH2	0.89	0.269	2.452e-13			   5	    7
    58511	DNASE2B	1	0.038	3.6644e-16	Enzyme	DTO_05007624	   2	    2
    58512	DLGAP3	0.736	0.269	0.99998	Receptor	DTO_05007575	  18	   15
    58513	EPS15L1	0.743	0.385	0.99964	Enzyme modulator	DTO_05007584	  17	   11
    58515	SELENOK	0.78	0.308	0.00011124			  15	   10
    58516	SINHCAF	0.76	0.231	0.96459			  13	    6
    58517	RBM25	0.805	0.154	1			  10	    7
    58524	DMRT3	0.653	0.5	6.1531e-06			  50	   13
    58526	MID1IP1	0.805	0.346	0.57733			   7	    4
    58527	ABRACL	0.931	0.077	0.24171			   3	    1
    58528	RRAGD			0.81991	Enzyme modulator	DTO_05007584	   2	    2
    58529	MYOZ1	0.861	0.115	1.7902e-05	Cellular structure	DTO_05007530	   6	    6
    58530	LY6G6D	0.805	0.385	0.032554			  11	   10
    58531	PRM3	0.663	0.5	0.35959	Nucleic acid binding	DTO_05007557	  40	   34
    58533	SNX6	0.89	0.154	0.49898			   6	    3
    58538	MPP4	0.792	0.308	3.418e-18	Enzyme	DTO_05007624	  12	    3
    58985	IL22RA1	0.682	0.538	0.0056855	Receptor	DTO_05007575	  28	   14
    58986	PGAP6	1	0.038	4.3704e-10	Cell adhesion	DTO_05007620	   3	    3
    59067	IL21	0.441	0.769	0.6254			 321	  452
    59082	CARD18	0.861	0.154	0.001415			   5	    3
    59084	ENPP5	1	0.077	3.1565e-10	Enzyme	DTO_05007624	   3	    2
    59269	HIVEP3	0.722	0.462	0.90584			  31	   23
    59271	EVA1C	0.931	0.077	0.001458			   8	    9
    59272	ACE2	0.477	0.769	0.99769	Enzyme	DTO_05007624	 253	  383
    59274	TLNRD1	0.861	0.154	0.9137			   5	    2
    59277	NTN4	0.695	0.538	0.91585	Enzyme modulator	DTO_05007584	  35	   27
    59283	CACNG8	1	0.038	0.9638	Ion channel	DTO_01300327	   2	    3
    59284	CACNG7			0.88714	Ion channel	DTO_01300327	   1	    1
    59285	CACNG6	0.839	0.192	3.097e-05	Ion channel	DTO_01300327	   6	    4
    59286	UBL5	0.686	0.5	0.016321			  29	   21
    59307	SIGIRR	0.67	0.615	5.9288e-06	Receptor	DTO_05007575	  36	   31
    59330	GER	0.678	0.538				  40	   31
    59331	RFH1	0.861	0.154				   4	    1
    59332	VSPA	1	0.192				   1	    1
    59335	PRDM12	0.839	0.231	0.93018			  13	    8
    59336	PRDM13	0.78	0.231	0.56307			  12	    6
    59338	PLEKHA1	0.769	0.269	0.0002347	Epigenetic regulator	DTO_05007378	  17	   31
    59339	PLEKHA2	0.861	0.154	0.83804			   6	    3
    59340	HRH4	0.659	0.462	5.2213e-08	G-protein coupled receptor	DTO_02300001	  48	   36
    59341	TRPV4	0.457	0.808	2.237e-16	Ion channel	DTO_01300327	 422	  237
    59342	SCPEP1	0.674	0.615	1.2284e-13	Enzyme	DTO_05007624	  36	   27
    59343	SENP2	0.663	0.577	0.98262	Enzyme	DTO_05007624	  49	   26
    59344	ALOXE3	0.644	0.538	5.1284e-20	Enzyme	DTO_05007624	  61	   21
    59345	GNB4	0.751	0.346	0.0023672	Enzyme	DTO_05007624	  25	   10
    59348	ZNF350	0.78	0.269	0.000639	Transcription factor	DTO_05007542	  17	   17
    59349	KLHL12	0.89	0.115	0.030342			   4	    3
    59350	RXFP1	0.659	0.538	1.3875e-12	G-protein coupled receptor	DTO_02300001	  41	   27
    59351	PBOV1	0.743	0.308				  21	   10
    59352	LGR6	0.502	0.923	2.9439e-06	G-protein coupled receptor	DTO_02300001	 209	  247
    60312	AFAP1	0.653	0.538	2.3828e-07			  44	   39
    60314	C12orf10	0.821	0.077	4.3496e-10			   7	    5
    60343	FAM3A	0.805	0.269	0.66899			   8	    6
    60358	ERVK-5	0.931	0.077				   2	    1
    60370	AVPI1	1	0.077	3.8026e-05			   2	    1
    60385	TSKS	0.89	0.077	0.99652			   6	    2
    60386	SLC25A19	0.653	0.577	0.64923	Transporter	DTO_05007405	  73	   27
    60401	EDA2R	0.736	0.423	0.00054689			  24	   11
    60412	EXOC4	0.743	0.5	3.4137e-13	Transporter	DTO_05007405	  20	   21
    60436	TGIF2	0.695	0.462	0.13641	Enzyme	DTO_05007624	  24	   19
    60439	TTTY2	0.89	0.077				   4	    2
    60467	BPESC1	1	0.192				   1	    1
    60468	BACH2	0.539	0.731	0.99803			 130	  100
    60481	ELOVL5	0.638	0.462	0.93341	Enzyme	DTO_05007624	  57	   25
    60482	SLC5A7	0.597	0.654	0.015272	Transporter	DTO_05007405	 127	   31
    60484	HAPLN2	0.931	0.077	7.1205e-07	Extracellular structure	DTO_05007621	   3	    3
    60485	SAV1	0.659	0.5	0.00090373			  42	   24
    60487	TRMT11	0.729	0.269	3.9134e-12			  20	    4
    60488	MRPS35	1	0.077	3.0487e-09	Nucleic acid binding	DTO_05007557	   1	    2
    60489	APOBEC3G	0.653	0.346	5.672e-21	Enzyme	DTO_05007624	  52	  124
    60490	PPCDC	0.861	0.192	0.00047853			   8	    7
    60491	NIF3L1	0.674	0.462	9.7207e-09			  37	   45
    60493	FASTKD5	1	0.038	3.5791e-08			   2	    2
    60494	CCDC81	1	0.115	5.0855e-23			   1	    1
    60495	HPSE2	0.588	0.692	0.00015083	Enzyme	DTO_05007624	  81	   62
    60496	AASDHPPT	0.89	0.192	0.033866	Enzyme	DTO_05007624	   7	    5
    60498	IGAN1	0.524	0.808				 140	  274
    60500	BRCA3	0.705	0.269				  27	   43
    60502	CPAT1	0.674	0.654				  34	   36
    60506	NYX	0.678	0.192	0.12961	Receptor	DTO_05007575	  36	   45
    60509	AGBL5	0.711	0.269	2.3696e-08	Enzyme	DTO_05007624	  35	    8
    60526	LDAH	0.839	0.231	0.00035525			   9	    7
    60528	ELAC2	0.67	0.346	1.7245e-20			  40	   56
    60529	ALX4	0.56	0.692	0.35736			 129	   40
    60558	GUF1	0.805	0.154	5.3495e-18	Enzyme	DTO_05007624	  13	    1
    60559	SPCS3	1	0.038	0.81991	Enzyme	DTO_05007624	   1	    1
    60560	NAA35	0.931	0.154	1	Enzyme	DTO_05007624	   2	    2
    60561	RINT1	0.743	0.231	5.293e-13			  19	   12
    60592	SCOC	1	0.077	0.011142			   1	    1
    60598	KCNK15	0.931	0.077	0.033356	Ion channel	DTO_01300327	   4	    7
    60626	RIC8A	0.792	0.192	0.00063968			  11	    7
    60672	MIIP	0.7	0.308	1.3121e-20			  29	   15
    60673	ATG101	1	0.077	0.60623			   7	    3
    60674	GAS5	0.497	0.808				 184	  220
    60675	PROK2	0.555	0.769	0.013828	Signaling	DTO_05007599	 151	   55
    60676	PAPPA2	0.751	0.423	7.7879e-08			  28	   31
    60677	CELF6	0.839	0.231	0.0044515			   7	    5
    60678	EEFSEC	0.751	0.385	2.6975e-08	Enzyme	DTO_05007624	  23	   17
    60680	CELF5			0.99844			   3	    2
    60681	FKBP10	0.606	0.538	2.3826e-06			  86	   48
    60682	SMAP1	0.89	0.154	0.99357			   5	    3
    60684	TRAPPC11	0.65	0.5	4.5628e-10			  79	    7
    60685	ZFAND3	0.792	0.192	0.92174			   8	    6
    60686	C14orf93	0.839	0.077	0.01085			   7	    3
    63027	SLC22A23	0.769	0.269	0.82731	Transporter	DTO_05007405	  18	   16
    63035	BCORL1	0.682	0.5	0.99999			  49	   17
    63036	CELA2A	0.839	0.192	1.9736e-16	Enzyme	DTO_05007624	   8	    8
    63826	SRR	0.617	0.692	0.0057964	Enzyme	DTO_05007624	  58	   70
    63827	BCAN	0.7	0.269	1.7582e-06	Extracellular structure	DTO_05007621	  25	   22
    63869	PSORS6	0.931	0.038				   2	    5
    63870	PSORS5	0.931	0.038				   2	    4
    63875	MRPL17	0.861	0.192	0.028198	Nucleic acid binding	DTO_05007557	   4	    2
    63876	PKNOX2	0.743	0.5	0.99174	Enzyme	DTO_05007624	  19	   12
    63891	RNF123	0.736	0.269	8.4689e-05			  22	   11
    63892	THADA	0.686	0.5	4.6208e-41	Receptor	DTO_05007575	  47	   67
    63893	UBE2O	0.78	0.269	1			  19	   10
    63894	VIPAS39	0.705	0.5	7.2613e-10			  28	   15
    63895	PIEZO2	0.529	0.769	8.0992e-07	Ion channel	DTO_01300327	 224	   48
    63897	HEATR6	0.678	0.462	5.1848e-21	Immune response	DTO_05007608	  35	   45
    63898	SH2D4A	0.89	0.115	3.1396e-22			   5	    4
    63899	NSUN3	1	0.038	9.0405e-09	Enzyme	DTO_05007624	   1	    1
    63901	FAM111A	0.663	0.462	0.002225			  64	    4
    63904	DUSP21	0.931	0.077	0.0003235			   2	    1
    63906	GPATCH3	0.861	0.077	6.3952e-14			   5	    2
    63908	NAPB	0.89	0.231	0.11216	Transporter	DTO_05007405	   4	    3
    63910	SLC17A9	0.78	0.346	6.0979e-17	Transporter	DTO_05007405	  18	    7
    63915	BLOC1S5	0.89	0.231	2.8546e-09			   3	    7
    63916	ELMO2	0.729	0.538	1.0384e-05	Signaling	DTO_05007599	  40	    4
    63917	GALNT11	0.839	0.269	1.6685e-05	Enzyme	DTO_05007624	   7	    5
    63922	CHTF18	0.89	0.154	3.0747e-28			   9	    6
    63923	TNN	0.805	0.154	1.5729e-28	Signaling	DTO_05007599	  16	    9
    63924	CIDEC	0.666	0.462	0.0089662			  43	   29
    63925	ZNF335	0.711	0.462	6.8885e-07	Transcription factor	DTO_05007542	  45	   20
    63926	ANKEF1	0.89	0.231	8.5371e-10			   5	    3
    63928	CHP2	0.805	0.231	9.6292e-07			  13	    5
    63929	XPNPEP3	0.769	0.269	1.8555e-08	Enzyme	DTO_05007624	  20	    6
    63930	LINC01749						   1	    1
    63931	MRPS14	0.805	0.231	0.00016481	Nucleic acid binding	DTO_05007557	  19	    1
    63932	CXorf56	0.705	0.385	0.95204			  50	    3
    63933	MCUR1	1	0.077	1.1206e-06			   4	    1
    63934	ZNF667	0.839	0.154	2.3796e-06			  11	    3
    63935	PCIF1	0.89	0.077	0.99999			  14	   10
    63939	FAM217B	0.931	0.115				   2	    1
    63940	GPSM3	0.751	0.423	0.28641			  17	   12
    63941	NECAB3	0.861	0.192	2.751e-05			   7	    4
    63943	FKBPL	0.736	0.346	7.9526e-11	Enzyme	DTO_05007624	  23	   16
    63944	SCZD10	0.89	0.038				   3	    1
    63948	DMRTB1	1	0.038	0.82857			   1	    1
    63950	DMRTA2			0.91608			   1	    1
    63951	DMRTA1	0.729	0.5	6.3708e-06			  17	    5
    63967	CLSPN	0.743	0.423	0.0025864			  22	   14
    63970	TP53AIP1	0.716	0.269	1.3043e-05			  27	   16
    63971	KIF13A	0.792	0.192	0.99999	Cellular structure	DTO_05007530	  10	    6
    63973	NEUROG2	0.716	0.5	0.81093	Enzyme	DTO_05007624	  20	   10
    63974	NEUROD6	0.861	0.115	0.88454	Enzyme	DTO_05007624	   6	    5
    63976	PRDM16	0.522	0.808	0.99999			 200	   73
    63977	PRDM15			8.2172e-06	Transcription factor	DTO_05007542	   1	    1
    63978	PRDM14	0.644	0.5	0.019397			  43	   28
    63979	FIGNL1	0.805	0.385	0.00012046	Cellular structure	DTO_05007530	  23	   11
    63982	ANO3	0.716	0.385	1.2489e-17			  37	   15
    64002	PCGEM1	0.722	0.269				  24	   21
    64005	MYO1G	0.861	0.231	4.3609e-10	Cellular structure	DTO_05007530	  12	    7
    64006	ERVK-6	0.521	0.808				 162	  655
    64061	TSPYL2	0.615	0.769	0.87393	Enzyme modulator	DTO_05007584	  63	   46
    64062	RBM26	1	0.038	1	Nucleic acid binding	DTO_05007557	   1	    1
    64063	PRSS22	0.821	0.192	0.0029749	Enzyme	DTO_05007624	  13	    4
    64065	PERP	0.663	0.577	0.079462			  47	   20
    64066	MMP27			6.3444e-22	Enzyme	DTO_05007624	   3	    2
    64067	NPAS3	0.729	0.269	0.99974	Transcription factor	DTO_05007542	  29	   25
    64069	ATOD1	0.769	0.115				  11	    3
    64072	CDH23	0.539	0.769	3.1819e-06			 203	   86
    64073	C19orf33	0.861	0.115	0.70447			   8	    5
    64077	LHPP	0.716	0.423	1.6345e-07	Enzyme	DTO_05007624	  28	   17
    64078	SLC28A3	0.674	0.615	2.6549e-23	Transporter	DTO_05007405	  32	   25
    64080	RBKS	0.89	0.077	5.1575e-09	Kinase	DTO_03300101	   6	    8
    64081	PBLD	0.821	0.115	2.3448e-11			  11	    6
    64083	GOLPH3	0.53	0.808	0.23586			 140	  159
    64084	CLSTN2	0.716	0.423	3.5246e-06	Calcium-binding protein	DTO_05007616	  25	   15
    64087	MCCC2	0.674	0.423	4.5134e-11	Enzyme	DTO_05007624	  50	   28
    64089	SNX16			1.416e-11			   2	    2
    64090	GAL3ST2	0.805	0.192	2.9341e-11			   8	    4
    64091	POPDC2	0.805	0.192	4.0063e-05			  10	    6
    64092	SAMSN1	0.716	0.385	5.0417e-11			  21	   11
    64093	SMOC1	0.565	0.846	0.0094673	Calcium-binding protein	DTO_05007616	 135	   56
